ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-962912,2,02/05/2021 11:28,02/05/2021 14:04,34.027641,-118.451575,34.030675,-118.437193,0.85,Slow traffic on Santa Monica Fwy E - I-10 E from Centinela Ave/Exit 2 (I-10) to I-405/San Diego Fwy (I-10) due to accident.,,I-10 E,R,Los Angeles,Los Angeles,CA,90064,US,US/Pacific,KSMO,02/05/2021 11:51,65,65,63,29.68,10,WSW,10,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-962930,2,21/08/2021 10:35,21/08/2021 20:27,34.032376,-118.222395,34.024039,-118.241059,1.214,Stationary traffic on I-10 W - Santa Monica Fwy W from I-5/US-101 (I-10) to 14th St (I-10) due to accident.,,I-10 W,R,Los Angeles,Los Angeles,CA,90023,US,US/Pacific,KCQT,21/08/2021 10:52,,,,,0.75,,,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-962968,2,04/11/2021 08:48,04/11/2021 10:49,34.024312,-118.270405,34.025568,-118.270304,0.087,Stationary traffic from W 27th St to I-110 N due to accident.,2701, S Broadway,R,Los Angeles,Los Angeles,CA,90007-3323,US,US/Pacific,KCQT,04/11/2021 08:52,62,62,78,29.83,2,CALM,0,0,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-962973,2,02/07/2021 13:06,02/07/2021 14:45,33.970804,-118.278912,33.970798,-118.280238,0.076,Incident on W 76TH ST NB near S GRAND AVE Drive with caution.,312, W 76th St,L,Los Angeles,Los Angeles,CA,90003-2024,US,US/Pacific,KHHR,02/07/2021 12:53,72,72,66,29.85,10,WSW,13,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-963038,2,19/10/2021 07:08,19/10/2021 09:18,34.076262,-118.216461,34.077096,-118.216001,0.063,Slow traffic from I-5 N to Barranca St due to accident.,2501, Pasadena Ave,L,Los Angeles,Los Angeles,CA,90031-2216,US,US/Pacific,KCQT,19/10/2021 06:52,53,53,77,29.8,8,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-963310,2,13/11/2021 09:44,13/11/2021 12:58,34.036929,-118.316288,34.035385,-118.328131,0.686,Slow traffic on I-10 W - Santa Monica Fwy W from Western Ave (I-10) to Crenshaw Blvd (I-10) due to accident.,,I-10 W,R,Los Angeles,Los Angeles,CA,90018,US,US/Pacific,KCQT,13/11/2021 09:52,82,82,22,29.87,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-963325,2,11/12/2021 09:39,11/12/2021 18:21,34.060497,-118.21497,34.072166,-118.218858,0.836,Slow traffic on Golden State Fwy N - I-5 N from Mission Rd (I-5) to Broadway (I-5) due to accident.,,Golden State Fwy N,R,Los Angeles,Los Angeles,CA,90031,US,US/Pacific,KCQT,11/12/2021 09:52,60,60,30,30.02,10,N,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-963333,2,07/10/2021 13:38,07/10/2021 14:09,34.09074,-118.320103,34.090765,-118.31356,0.374,Stationary traffic on CA-2 from Vine St (Santa Monica Blvd/CA-2) to N Wilton Pl (Santa Monica Blvd/CA-2) due to accident.,6000, Hollywood Forever Cemetery,R,Los Angeles,Los Angeles,CA,90038,US,US/Pacific,KCQT,07/10/2021 13:52,70,70,68,29.81,10,CALM,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-963334,2,19/08/2021 17:32,19/08/2021 19:43,34.092775,-118.30989,34.092775,-118.30918,0.041,Accident from N Wilton Pl (Lexington Ave) to N Western Ave (Lexington Ave).,5512, Lexington Ave,L,Los Angeles,Los Angeles,CA,90038-2204,US,US/Pacific,KCQT,19/08/2021 17:52,74,74,62,29.66,10,WSW,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-963387,2,29/09/2021 15:00,29/09/2021 17:18,34.035197,-118.349815,34.032515,-118.350927,0.196,Stationary traffic from Venice Blvd (S la Brea Ave) to W Jefferson Blvd/S Mansfield Ave (S la Brea Ave) due to accident.,,S La Brea Ave,R,Los Angeles,Los Angeles,CA,90016,US,US/Pacific,KSMO,29/09/2021 14:51,69,69,68,29.69,10,W,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-963398,2,28/11/2021 14:42,28/11/2021 16:50,34.06076,-118.215264,34.060047,-118.215112,0.05,Accident from I-5 S to N Mission Rd.,,Golden State Fwy S,R,Los Angeles,Los Angeles,CA,90031,US,US/Pacific,KCQT,28/11/2021 14:52,73,73,25,29.89,10,VAR,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-963456,2,08/11/2021 16:34,08/11/2021 19:01,34.054515,-118.203011,34.05519,-118.211842,0.508,Stationary traffic from exit [19C] to I-10 W due to accident.,,N Soto St,R,Los Angeles,Los Angeles,CA,90033,US,US/Pacific,KCQT,08/11/2021 16:52,62,62,70,29.86,10,VAR,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-963457,2,02/07/2021 11:33,02/07/2021 12:38,34.055504,-118.198421,34.054847,-118.210943,0.718,Stationary traffic from exit [19C] to I-10 W due to accident.,,I-10 W,R,Los Angeles,Los Angeles,CA,90033,US,US/Pacific,KCQT,02/07/2021 11:52,82,82,51,29.69,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-963485,2,27/08/2021 19:04,27/08/2021 21:06,33.987771,-118.361857,33.988202,-118.358508,0.194,Slow traffic from S Fairfax Ave to Ladera Park Ave due to accident.,4841, W Slauson Ave,R,Los Angeles,Los Angeles,CA,90056-1207,US,US/Pacific,KLAX,27/08/2021 18:53,68,68,81,29.55,10,W,12,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-963494,2,29/10/2021 10:42,29/10/2021 11:59,33.976174,-118.386601,33.973764,-118.381581,0.332,Incident on I-405 SB near HOWARD HUGHES PKY Expect delays.,,I-405 S,R,Los Angeles,Los Angeles,CA,90045,US,US/Pacific,KLAX,29/10/2021 10:53,75,75,44,29.81,10,W,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-963598,2,04/04/2021 17:18,04/04/2021 19:12,34.019379,-118.179659,34.018834,-118.178423,0.08,Incident on I-5 SB near OLYMPIC BLVD Drive with caution.,,I-5 S,R,Los Angeles,Los Angeles,CA,90023,US,US/Pacific,KCQT,04/04/2021 16:52,67,67,49,29.79,10,VAR,5,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-963599,2,03/04/2021 14:42,03/04/2021 16:01,34.017507,-118.176029,34.017169,-118.175374,0.044,Incident on I-5 SB near I-710 Expect delays.,,I-5 S,R,Los Angeles,Los Angeles,CA,90023,US,US/Pacific,KCQT,03/04/2021 14:52,66,66,59,29.89,9,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-963655,2,23/11/2021 11:27,24/11/2021 07:11,34.139329,-118.204766,34.13933,-118.204538,0.013,Incident on COLORADO BLVD near LA RODA AVE Drive with caution.,,La Roda Ave,R,Los Angeles,Los Angeles,CA,90041,US,US/Pacific,KCQT,23/11/2021 11:52,72,72,34,29.74,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-963699,2,08/11/2021 07:21,08/11/2021 10:20,34.00444,-118.282715,34.003764,-118.282105,0.058,Slow traffic from W 43rd Pl to I-110 S due to accident.,4341, S Figueroa St,R,Los Angeles,Los Angeles,CA,90037-2654,US,US/Pacific,KCQT,08/11/2021 07:27,58,58,78,29.86,3,CALM,0,0,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-963815,2,14/12/2021 09:54,14/12/2021 12:52,34.010027,-118.159854,33.939208,-118.09541,6.13,Slow traffic on Santa Ana Fwy S - I-5 S from Atlantic Blvd/Triggs St (I-5) to I-605 (I-5) due to accident.,,I-5 S,R,Los Angeles,Los Angeles,CA,90022,US,US/Pacific,KCQT,14/12/2021 09:52,58,58,93,29.67,5,CALM,0,0.16,Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-963871,2,11/08/2021 16:56,11/08/2021 18:39,33.974735,-118.242233,33.974674,-118.23481,0.425,Slow traffic from Compton Ave (Florence Ave) to S Alameda St (Florence Ave) due to accident.,1724, E Florence Ave,R,Los Angeles,Los Angeles,CA,90001-2524,US,US/Pacific,KCQT,11/08/2021 16:52,80,80,42,29.69,8,W,3,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-963908,2,14/09/2021 14:00,14/09/2021 19:56,34.048662,-118.448185,33.979695,-118.392904,5.721,Stationary traffic on San Diego Fwy S - I-405 S from Wilshire Blvd (I-405) to Sepulveda Blvd (I-405) due to accident.,,I-405 S,R,Los Angeles,Los Angeles,CA,90025,US,US/Pacific,KSMO,14/09/2021 13:51,69,69,65,29.73,7,WSW,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-964257,2,27/10/2021 08:06,27/10/2021 08:34,34.153238,-118.27837,34.155891,-118.307357,1.667,Stationary traffic on CA-134 W - Ventura Fwy W from San Fernando Rd (CA-134) to Forest Lawn Dr (CA-134) due to accident.,,CA-134 W,R,Los Angeles,Los Angeles,CA,90027,US,US/Pacific,KCQT,27/10/2021 07:52,54,54,72,29.95,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-964258,2,31/08/2021 15:24,31/08/2021 15:46,34.152963,-118.282688,34.155407,-118.289676,0.434,Slow traffic on CA-134 W - Ventura Fwy W from San Fernando Rd (CA-134) to Riverside Dr/Victory Blvd (CA-134) due to accident.,,CA-134 W,R,Los Angeles,Los Angeles,CA,90027,US,US/Pacific,KCQT,31/08/2021 15:52,70,70,71,29.56,7,WSW,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-964312,2,30/11/2021 15:07,30/11/2021 15:45,34.020075,-118.230077,34.026548,-118.22992,0.447,Slow traffic from E 37th St (Santa Fe Ave) to I-10/Santa Monica Fwy (Santa Fe Ave) due to accident.,,S Santa Fe Ave,R,Los Angeles,Los Angeles,CA,90021,US,US/Pacific,KCQT,30/11/2021 14:52,67,67,61,29.77,4,CALM,0,0,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-964339,2,28/06/2021 16:27,28/06/2021 17:07,34.091422,-118.25854,34.088971,-118.259504,0.178,Stationary traffic on CA-2 from Glendale Fwy (CA-2) to Alvarado St (CA-2) due to accident.,,CA-2 S,R,Los Angeles,Los Angeles,CA,90039,US,US/Pacific,KCQT,28/06/2021 16:52,78,,58,29.48,10,,,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-964403,2,30/03/2021 12:31,30/03/2021 15:20,33.92675,-118.313427,33.926741,-118.312562,0.05,Accident from S Wilton Pl to Ruthelen St.,11698, S Wilton Pl,L,Los Angeles,Los Angeles,CA,90047-5052,US,US/Pacific,KHHR,30/03/2021 12:53,70,70,46,29.89,10,VAR,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-964494,2,19/08/2021 14:40,19/08/2021 16:20,34.029184,-118.153459,34.027909,-118.153855,0.091,Incident on AMALIA AVE near HOUSE 420 Drive with caution.,5298, E 4th St,R,Los Angeles,Los Angeles,CA,90022-2011,US,US/Pacific,KCQT,19/08/2021 14:52,78,78,50,29.68,10,W,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-964498,2,30/12/2021 13:55,30/12/2021 14:19,34.145495,-118.207665,34.145264,-118.219158,0.657,Slow traffic on CA-134 W - Ventura Fwy W from Colorado Blvd/Figueroa St (CA-134) to CA-2/Harvey Dr/Glendale Fwy (CA-134) due to accident.,,CA-134 W,R,Los Angeles,Los Angeles,CA,90041,US,US/Pacific,KCQT,30/12/2021 13:57,54,54,93,29.63,2,E,6,0.01,Heavy Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-964572,2,25/08/2021 07:34,25/08/2021 09:58,34.036089,-118.321251,34.038021,-118.275924,2.599,Slow traffic on Santa Monica Fwy E - I-10 E from Crenshaw Blvd (I-10) to I-110/CA-110/Harbor Fwy (I-10) due to accident.,,I-10 E,R,Los Angeles,Los Angeles,CA,90018,US,US/Pacific,KCQT,25/08/2021 07:52,67,67,81,29.75,8,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-964596,2,27/09/2021 06:54,27/09/2021 09:14,33.988075,-118.35849,33.988509,-118.359154,0.048,Stationary traffic at Ladera Park Ave due to accident.,5817, S La Brea Ave,R,Los Angeles,Los Angeles,CA,90056-1806,US,US/Pacific,KLAX,27/09/2021 06:53,63,63,81,29.89,9,WSW,7,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-964638,2,17/11/2021 06:28,17/11/2021 15:08,34.087369,-118.304161,34.068911,-118.259222,2.871,Slow traffic on CA-2 E - US-101 S - Hollywood Fwy S from CA-2/Santa Monica Blvd (US-101) to CA-110/Pasadena Fwy (US-101) due to accident.,,CA-2 E,R,Los Angeles,Los Angeles,CA,90029,US,US/Pacific,KCQT,17/11/2021 06:52,,,,,0.75,,,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-964640,2,17/07/2021 08:27,17/07/2021 22:17,34.084545,-118.300254,34.06953,-118.260996,2.475,Slow traffic on CA-2 E - US-101 S - Hollywood Fwy S from Normandie Ave (US-101) to CA-110/Pasadena Fwy (US-101) due to accident.,,CA-2 E,R,Los Angeles,Los Angeles,CA,90029,US,US/Pacific,KCQT,17/07/2021 08:52,73,73,68,29.76,9,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-964729,2,13/11/2021 14:50,13/11/2021 17:37,33.960018,-118.283743,33.960009,-118.28198,0.101,Slow traffic from S Hoover St (Manchester Ave) to I-110/Harbor Fwy (Manchester Ave) due to accident.,522, W Manchester Ave,L,Los Angeles,Los Angeles,CA,90044-5746,US,US/Pacific,KHHR,13/11/2021 14:53,85,85,17,29.93,10,W,12,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-964773,2,07/10/2021 07:34,07/10/2021 09:38,34.044195,-118.170865,34.044205,-118.169175,0.097,Accident from N Eastern Ave (Floral Dr) to I-710 (Floral Dr).,4415, Floral Dr,R,Los Angeles,Los Angeles,CA,90022-1052,US,US/Pacific,KCQT,07/10/2021 07:52,64,64,84,29.81,8,CALM,0,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-965077,2,08/09/2021 08:20,08/09/2021 10:32,34.031952,-118.189961,34.031999,-118.192317,0.135,Accident from exit [2] to S Indiana St / E 4th St.,,CA-60 W,R,Los Angeles,Los Angeles,CA,90063,US,US/Pacific,KCQT,08/09/2021 08:17,66,66,90,29.7,2,CALM,0,0,Fog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-965146,2,17/06/2021 07:13,17/06/2021 08:01,33.988937,-118.354729,33.987709,-118.367149,0.717,Stationary traffic from Crenshaw Blvd (Slauson Ave) to S la Cienega Blvd (Slauson Ave) due to accident.,4507, W Slauson Ave,L,Los Angeles,Los Angeles,CA,90043-2719,US,US/Pacific,KHHR,17/06/2021 07:04,64,64,87,29.75,4,SE,3,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-965173,2,01/07/2021 15:32,01/07/2021 20:44,34.052035,-118.186581,34.053515,-118.185504,0.119,Incident on SCHICK AVE near HOUSE 1207 Drive with caution.,3632, Dwiggins St,R,Los Angeles,Los Angeles,CA,90063-2004,US,US/Pacific,KCQT,01/07/2021 15:52,79,79,54,29.65,10,WSW,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-965193,2,16/06/2021 09:25,16/06/2021 10:24,34.110245,-118.334145,34.123559,-118.342007,1.024,Slow traffic on Hollywood Fwy N - US-101 N from Cahuenga Blvd (US-101) to Barham Blvd (US-101) due to accident.,,US-101 N,R,Los Angeles,Los Angeles,CA,90068,US,US/Pacific,KBUR,16/06/2021 09:53,80,80,42,29.02,10,ESE,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-965234,2,01/06/2021 17:19,01/06/2021 20:14,34.063898,-118.247713,34.062726,-118.248693,0.099,Accident from exit [24A] to CA-110 N.,,W Sunset Blvd,R,Los Angeles,Los Angeles,CA,90012,US,US/Pacific,KCQT,01/06/2021 16:52,68,68,65,29.72,10,VAR,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-965294,2,26/08/2021 12:53,26/08/2021 17:06,34.02804,-118.449231,34.030134,-118.439957,0.55,Slow traffic on Santa Monica Fwy E - I-10 E from S Centinela Ave to exit [3A] due to accident.,2461, S Bundy Dr,R,Los Angeles,Los Angeles,CA,90064-2717,US,US/Pacific,KSMO,26/08/2021 12:51,78,78,50,29.66,10,WSW,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-965358,2,23/07/2021 09:51,23/07/2021 11:07,34.038013,-118.27361,34.03671,-118.27054,0.197,Incident on I-10 EB near S VERMONT AVE Drive with caution.,,I-10 E,R,Los Angeles,Los Angeles,CA,90015,US,US/Pacific,KCQT,23/07/2021 09:52,78,78,62,29.83,8,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-965376,2,15/11/2021 08:13,15/11/2021 09:31,34.037879,-118.275979,34.032236,-118.263107,0.834,Stationary traffic on Santa Monica Fwy E - I-10 E from exit [12] to Maple Avenue exit [14A] due to accident.,,I-10 E,R,Los Angeles,Los Angeles,CA,90015,US,US/Pacific,KCQT,15/11/2021 07:52,,,,,0.75,,,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-965519,2,13/06/2021 10:35,13/06/2021 12:59,34.037094,-118.29491,34.034378,-118.349977,3.159,Slow traffic on I-10 W - Santa Monica Fwy W from Hoover St (I-10) to La Brea Ave (I-10) due to accident.,,I-10 W,R,Los Angeles,Los Angeles,CA,90007,US,US/Pacific,KCQT,13/06/2021 10:52,78,78,46,29.71,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-965520,2,21/03/2021 07:53,21/03/2021 08:24,34.034859,-118.339949,34.034138,-118.354869,0.856,Slow traffic on I-10 W - Santa Monica Fwy W from Crenshaw Blvd (I-10) to La Brea Ave (I-10) due to accident.,,I-10 W,R,Los Angeles,Los Angeles,CA,90016,US,US/Pacific,KSMO,21/03/2021 07:51,54,54,38,29.9,10,NNE,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-965585,2,22/05/2021 11:35,22/05/2021 16:29,34.026248,-118.172414,33.973223,-118.168017,3.672,Slow traffic on I-710 S - Long Beach Fwy S from 3rd St (I-710) to Florence Ave (I-710) due to accident.,,I-710 S,R,Los Angeles,Los Angeles,CA,90022,US,US/Pacific,KCQT,22/05/2021 11:52,70,70,36,29.85,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-965646,2,15/10/2021 16:12,15/10/2021 19:50,34.054667,-118.1833,34.05483,-118.182496,0.047,Incident on WOOLWINE DR near HOUSE 3819 Drive with caution.,1300, N Herbert Ave,R,Los Angeles,Los Angeles,CA,90063-2014,US,US/Pacific,KCQT,15/10/2021 15:52,87,87,11,29.77,10,W,8,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-965707,2,10/11/2021 15:33,10/11/2021 17:37,34.013768,-118.172475,34.007178,-118.172535,0.455,Accident on I-5/Santa Ana Fwy (I-710) from Washington Blvd (I-710) to I-710 S - Long Beach Fwy S.,,I-710 S,R,Los Angeles,Los Angeles,CA,90040,US,US/Pacific,KCQT,10/11/2021 15:52,68,68,63,29.85,6,WSW,3,0,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-965764,2,19/09/2021 13:18,19/09/2021 13:40,33.982421,-118.274511,33.982383,-118.282667,0.467,Slow traffic from S Main St (Gage Ave) to S Vermont Ave (W Gage Ave) due to accident.,108, W Gage Ave,R,Los Angeles,Los Angeles,CA,90003-1437,US,US/Pacific,KHHR,19/09/2021 12:53,71,71,61,29.9,10,WSW,8,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-965831,2,23/07/2021 19:17,23/07/2021 20:21,34.083347,-118.474629,34.047022,-118.446828,2.972,Stationary traffic on San Diego Fwy S - I-405 S from N Sepulveda Blvd/Getty Center Dr (I-405) to CA-2/Santa Monica Blvd (I-405) due to accident.,,I-405 S,R,Los Angeles,Los Angeles,CA,90049,US,US/Pacific,KSMO,23/07/2021 18:51,67,67,81,29.82,9,WSW,9,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-965833,2,31/08/2021 15:28,31/08/2021 17:36,34.090747,-118.318499,34.090767,-118.308503,0.572,Stationary traffic on CA-2 from Vine St (Santa Monica Blvd/CA-2) to US-101 (Santa Monica Blvd/CA-2) due to accident.,5942, Santa Monica Blvd,L,Los Angeles,Los Angeles,CA,90038-2043,US,US/Pacific,KCQT,31/08/2021 15:52,70,70,71,29.56,7,WSW,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-965840,2,21/09/2021 18:04,21/09/2021 20:05,34.042166,-118.300752,34.039257,-118.300315,0.203,Slow traffic from Venice Blvd (S Normandie Ave) to I-10/Santa Monica Fwy (S Normandie Ave) due to accident.,1727, S Normandie Ave,R,Los Angeles,Los Angeles,CA,90006-5214,US,US/Pacific,KCQT,21/09/2021 17:52,81,81,42,29.81,10,W,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-965857,2,09/12/2021 15:15,09/12/2021 17:33,33.95151,-118.295919,33.952154,-118.295912,0.044,Accident from W 94th St to W 93rd St.,9318, S Budlong Ave,L,Los Angeles,Los Angeles,CA,90044-1909,US,US/Pacific,KHHR,09/12/2021 14:53,59,59,69,29.83,10,W,16,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
